0,1,2
0.871145055113999,0.2851786491648387,2.0
0.2695663564984365,0.9831118870172885,2.0
4.979218556628409,7.675877589142628,0.0
6.993417613273221,7.634750119951152,1.0
-1.4970003983424156,0.047815736985920454,2.0
8.60642885291708,5.7466770470252255,1.0
4.005172577250398,10.085119133692416,0.0
7.939336599527487,5.140998012764404,1.0
3.02663983170569,9.228654599103436,0.0
1.9584459426696519,10.491973477049905,0.0
2.8428412701295294,12.285560340862567,0.0
7.855462647061621,4.947220449079385,1.0
4.058696580980758,6.5676378782794975,0.0
1.6223450753980035,8.876175079951123,0.0
0.5842225507416248,0.8292571277149824,2.0
2.6923215476575963,9.015649844202509,0.0
-0.8811272524003788,1.6320726233540994,2.0
4.28222553812764,6.266266314124508,1.0
3.8910175124956856,10.960110549898495,0.0
4.625686829174031,12.79282650281413,0.0
5.483294556984731,8.276119586571594,0.0
3.503472620974611,10.113219349320968,0.0
8.782619018240677,5.765998769717158,1.0
1.3916943298881204,1.228490804062192,2.0
3.0502746492549315,8.808548433743775,0.0
2.3548926712972893,3.7222981343488772,2.0
0.695029408571866,2.6930320421006604,2.0
6.092608393263842,9.125165755498557,1.0
7.301569258843679,4.640703284741619,1.0
2.41112954403534,8.283427636651004,0.0
2.2595967007775926,8.657696469695003,0.0
2.1390624413819563,10.23085168696394,0.0
2.805690129240734,0.27581946449872574,2.0
4.066541804668931,7.638534896031179,0.0
-0.7126001888734634,3.6102566045288134,2.0
4.0865910903798195,11.467857195522804,0.0
2.695669329392393,0.17669721709558828,2.0
7.687389274777135,5.226170078913672,1.0
1.3996408644925284,0.007081719732965341,2.0
7.83257338177979,8.800841100794194,1.0
9.220306141893985,4.925080643542195,1.0
4.131726774557771,9.39547419044991,0.0
0.8287770683156248,0.9111079216325951,2.0
7.1481296502351235,7.843309309930559,1.0
3.69333353391576,7.754126007669862,0.0
4.287494596736246,11.814197913798115,0.0
1.667535760253454,0.8434590332143515,2.0
6.591894096370395,6.10939605104985,1.0
2.0665903975371682,0.9421297541783253,2.0
9.69896464233208,4.129861593730093,1.0
7.43364625540464,4.970842274702198,1.0
1.548227442449439,3.7798614116970652,2.0
2.1100837735696376,0.15012552387099354,2.0
5.962242255585899,8.72973773668869,0.0
3.329132180520105,1.66122292547719,2.0
8.092510947573123,11.765682077952448,1.0
2.1518646179918104,0.928468482131632,2.0
5.190465382340108,10.126314454503909,0.0
7.4902154359909225,6.979780853751936,1.0
3.0544430320339435,11.092826403427534,0.0
1.9136082415872142,2.716242994192477,2.0
10.51948948009845,3.0584531426866133,1.0
8.669339231263926,6.44753412328528,1.0
6.178507617107221,3.2393075705138914,2.0
1.1867401817057548,3.0173016297935593,2.0
5.972317411091514,6.724463599230124,1.0
6.242273086235397,5.6664141144025955,1.0
2.6276087215577,-0.12701793439477727,2.0
-0.9948872546083669,1.4766236550170984,2.0
2.1519456178844676,10.217531710051933,0.0
9.278157628845545,6.018090604419505,1.0
